init_id,part_number,title,sbt_price,cost,has_stock,stock_eta,description,applications,sku
37-107B,37-107B,Rear Motor Mount for Sea-DooXP800 /XP /GSX /GTX /SPX /Challenger /Challenger 1800 /GSX-L /XP LTD,46.15,27.65,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.","1995 Sea-Doo XP800 Rear Motor Mount
1996 Sea-Doo XP Rear Motor Mount
1997 Sea-Doo XP Rear Motor Mount

1996 Sea-Doo GSX Rear Motor Mount
1997 Sea-Doo GSX Rear Motor Mount
1998 Sea-Doo GSX Rear Motor Mount

1996 Sea-Doo GTX Rear Motor Mount
1997 Sea-Doo GTX Rear Motor Mount

1997 Sea-Doo SPX Rear Motor Mount
1998 Sea-Doo SPX Rear Motor Mount
1999 Sea-Doo SPX Rear Motor Mount

1996 Sea-Doo Challenger Rear Motor Mount
1997 Sea-Doo Challenger Rear Motor Mount

1997 Sea-Doo Challenger 1800 Rear Motor Mount
1998 Sea-Doo Challenger 1800 Rear Motor Mount

1998 Sea-Doo GSX-L Rear Motor Mount
1999 Sea-Doo GSX-L Rear Motor Mount

1998 Sea-Doo GTX Rear Motor Mount
1999 Sea-Doo GTX Rear Motor Mount
2000 Sea-Doo GTX Rear Motor Mount
2001 Sea-Doo GTX Rear Motor Mount

1998 Sea-Doo XP LTD Rear Motor Mount
1999 Sea-Doo XP LTD Rear Motor Mount
2000 Sea-Doo XP LTD Rear Motor Mount
2001 Sea-Doo XP LTD Rear Motor Mount
2002 Sea-Doo XP LTD Rear Motor Mount

1999 Sea-Doo VSP-L Rear Motor Mount
2000 Sea-Doo VSP-L Rear Motor Mount
2001 Sea-Doo VSP-L Rear Motor Mount
2002 Sea-Doo VSP-L Rear Motor Mount
2003 Sea-Doo VSP-L Rear Motor Mount

2000 Sea-Doo Sport LE Rear Motor Mount
2001 Sea-Doo Sport LE Rear Motor Mount
2002 Sea-Doo Sport LE Rear Motor Mount
2003 Sea-Doo Sport LE Rear Motor Mount

2000 Sea-Doo RX Rear Motor Mount
2001 Sea-Doo RX Rear Motor Mount
2000 Sea-Doo LRV Rear Motor Mount
2001 Sea-Doo LRV Rear Motor Mount

2000 Sea-Doo RX DI Rear Motor Mount
2001 Sea-Doo RX DI Rear Motor Mount
2002 Sea-Doo RX DI Rear Motor Mount
2003 Sea-Doo RX DI Rear Motor Mount

2000 Sea-Doo GTX DI Rear Motor Mount
2001 Sea-Doo GTX DI Rear Motor Mount
2002 Sea-Doo GTX DI Rear Motor Mount
2003 Sea-Doo GTX DI Rear Motor Mount

2002 Sea-Doo LRV DI Rear Motor Mount
2003 Sea-Doo LRV DI Rear Motor Mount

2003 Sea-Doo XP DI Rear Motor Mount
2004 Sea-Doo XP DI Rear Motor Mount

2004 Sea-Doo SPORT LE DI Rear Motor Mount

2006 Sea-Doo 3D 947 DI Rear Motor Mount

1999 Sea-Doo GSX RFI Rear Motor Mount
2000 Sea-Doo GSX RFI Rear Motor Mount

1998 Sea-Doo GTX RFI Rear Motor Mount
1999 Sea-Doo GTX RFI Rear Motor Mount
2000 Sea-Doo GTX RFI Rear Motor Mount
2001 Sea-Doo GTX RFI Rear Motor Mount
2002 Sea-Doo GTX RFI Rear Motor Mount
2003 Sea-Doo GTX RFI Rear Motor Mount
2003 Sea-Doo GTI LE RFI Rear Motor Mount",{1126: 'SD29587'}
37-101,37-101,Motor Mount for Sea-Doo SP /GT /SPI /XP /GTS /GTX /SPX /HX/GTI 270000425 1988-2005,31.4,18.8,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.",                 1988 Sea-Doo SP Motor Mount         1989 Sea-Doo SP Motor Mount        1990 Sea-Doo SP Motor Mount         1990 Sea-Doo GT Motor Mount         1991 Sea-Doo SP Motor Mount         1991 Sea-Doo GT Motor Mount         1991 Sea-Doo SPI Motor Mount         1991 Sea-Doo XP Motor Mount         1992 Sea-Doo XP Motor Mount         1992 Dea-Doo SP Motor Mount         1992 Sea-Doo SPI Motor Mount         1992 Sea-Doo GTS Motor Mount         1992 Sea-Doo GTX Motor Mount         1993 Sea-Doo SPX Motor Mount         1993 Dea-Doo SP Motor Mount         1993 Sea-Doo SPI Motor Mount         1993 Sea-Doo GTS Motor Mount         1993 Sea-Doo GTX Motor Mount         1993 Sea-Doo XP Motor Mount         1994 Dea-Doo SP Motor Mount         1994 Sea-Doo SPI Motor Mount         1994 Sea-Doo GTS Motor Mount         1994 Sea-Doo XP Motor Mount  1994 Sea-Doo GTX Motor Mount         1994 Sea-Doo SPX Motor Mount         1994 Sea-Doo GTX Motor Mount         1994 Sea-Doo XP Motor Mount         1995 Dea-Doo SP Motor Mount         1995 Sea-Doo SPI Motor Mount         1995 Sea-Doo GTS Motor Mount         1995 Sea-Doo GTX Motor Mount              1995 Sea-Doo SPX Motor Mount         1995 Sea-Doo GTX Motor Mount         1995 Sea-Doo SPX Motor Mount         1995 Sea-Doo XP Motor Mount         1995 Sea-Doo HX Motor Mount         1996 Dea-Doo SP Motor Mount         1996 Sea-Doo SPI Motor Mount         1996 Sea-Doo GTS Motor Mount         1996 Sea-Doo SPX Motor Mount         1996 Sea-Doo HX Motor Mount         1996 Sea-Doo GTI Motor Mount         1997 Sea-Doo HX Motor Mount         1997 Sea-Doo GTI Motor Mount         1997 Sea-Doo GSI Motor Mount         1997 Sea-Doo GS Motor Mount                1997 Sea-Doo SP Motor Mount         1997 Sea-Doo GTS Motor Mount         1998 Sea-Doo GTI Motor Mount         1998 Sea-Doo GSI Motor Mount         1998 Sea-Doo SP Motor Mount         1998 Sea-Doo GTS Motor Mount         1998 Sea-Doo GS Motor Mount         1999 Sea-Doo GTI Motor Mount         1999 Sea-Doo GS Motor Mount         1999 Sea-Doo GTS Motor Mount         2000 Sea-Doo GTI Motor Mount         2000 Sea-Doo GS Motor Mount         2000 Sea-Doo GTS Motor Mount         2001 Sea-Doo GTI Motor Mount         2001 Sea-Doo GS Motor Mount         2001 Sea-Doo GTS Motor Mount 2002 Sea-Doo GTI Motor Mount2002 Sea-Doo GTI  LE Motor Mount2003 Sea-Doo GTI Motor Mount2003 Sea-Doo GTI LE Motor Mount2004 Sea-Doo GTI Motor Mount 2004 Sea-Doo GTI LE Motor Mount2005 Sea-Doo GTI Motor Mount        ,{1127: 'SD29603'}
37-203,37-203,Motor Mount for Kawasaki 650 SX/ 750 SS/ 750 SX/ 750 SXI/ SC/ SSXI/ TS/ X2/ XI Sport,50.35,30.2,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
Fits: 92160-3757
92075-3724
",1986	X2 Motor Mount 	 1987	X2 Motor Mount 1987	650 SX Motor Mount 	 1988	X2 Motor Mount 1988	650 SX Motor Mount 	 1989	X2 Motor Mount 1989	TS Motor Mount 1989	650 SX Motor Mount 	 1990	X2 Motor Mount 1990	TS Motor Mount 1990	650 SX Motor Mount 	 1991	X2 Motor Mount 1991	TS Motor Mount 1991	SC Motor Mount 1991	650 SX Motor Mount 	 1992	650 SX Motor Mount 1992	X2 Motor Mount 1992	TS Motor Mount 1992	750 SS Motor Mount 1992	SC Motor Mount 1992	750 SX Motor Mount 	 1993	650 SX Motor Mount 1993	750 SS Motor Mount 1993	X2 Motor Mount 1993	TS Motor Mount 1993	SUPER SPORT XI Motor Mount 1993	SC Motor Mount 1993	750 SX Motor Mount 	 1994	750 SS Motor Mount 1994	X2 Motor Mount 1994	TS Motor Mount 1994	SUPER SPORT XI Motor Mount 1994	SC Motor Mount 1994	750 SX Motor Mount 	 1995	750 SS Motor Mount 1995	X2 Motor Mount 1995	TS Motor Mount 1995	SUPER SPORT XI Motor Mount 1995	SC Motor Mount 1995	750 SX Motor Mount 1995	750 SXI Motor Mount 	 1996	TS Motor Mount 1996	SS Motor Mount 1996	SUPER SPORT XI Motor Mount 1996	750 SXI Motor Mount 	 1997	SS Motor Mount 1997	SUPER SPORT XI Motor Mount 1997	750 SXI Motor Mount 	 1998	XI SPORT Motor Mount 	 1999	XI SPORT Motor Mount,{1128: 'SD29608'}
37-209,37-209,Rear Motor Mount for Kawasaki 900/ 1100/ 1200/ STX/ULTRA 250X/ ULTRA 260X/ SXR,46.15,27.65,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
Fits all 900,1100(carb), 1200 (side only) ,15F, Ultra 250X, LX 260X, 300X, 300LX,310X, 310R, 310 X SE
92160-3838 

92161-3789
","1995 900 ZXI Motor Mount
1995 1100 ZXI Motor Mount

1996 900 ZXI Motor Mount
1996 1100 ZXI Motor Mount

1997 900 ZXI Motor Mount
1997 1100 STX Motor Mount
1997 900 STX Motor Mount
1997 1100 ZXI Motor Mount

1998 1100 STX Motor Mount
1998 900 STX Motor Mount
1998 1100 ZXI Motor Mount

1999 Ultra 150 Motor Mount
1999 1100 STX Motor Mount
1999 900 STX Motor Mount
1999 1100 ZXI Motor Mount

2000 Ultra 150 Motor Mount
2000 1100 STX D.I. Motor Mount
2000 900 STX Motor Mount
2000 1100 ZXI Motor Mount

2001 Ultra 150 Motor Mount
2001 1100 STX D.I. Motor Mount
2001 900 STS Motor Mount
2001 900 STX Motor Mount
2001 1100 ZXI Motor Mount

2002 Ultra 150 Motor Mount
2002 1100 STX D.I. Motor Mount
2002 1200 STX-R Motor Mount
2002 900 STS Motor Mount
2002 900 STX Motor Mount
2002 1100 ZXI Motor Mount


2003 1100 STX D.I. Motor Mount
2003 1200 STX-R Motor Mount
2003 STX-12F Motor Mount
2003 900 STX Motor Mount
2003 Ultra 150 Motor Mount

2004 STX-12F Motor Mount
2004 1200 STX-R Motor Mount
2004 STX-15F Motor Mount
2004 900 STX Motor Mount
2004 Ultra 150 Motor Mount

2005 1200 STX-R Motor Mount
2005 STX-15F Motor Mount
2005 900 STX Motor Mount
2005 STX-12F Motor Mount

2006 900 STX Motor Mount
2006 STX-15F Motor Mount
2006 STX-12F Motor Mount

2007 Ultra 250X Motor Mount
2007 Ultra LX Motor Mount
2007 STX-15F Motor Mount

2008 Ultra 250X Motor Mount
2008 Ultra LX Motor Mount
2008 STX-15F Motor Mount

2009 STX Motor Mount
2009 Ultra 260X Motor Mount
2009 Ultra 260LX Motor Mount
2009 Ultra LX Motor Mount
2009 STX-15F Motor Mount

2010 STX Motor Mount
2010 Ultra 260X SC Motor Mount
2010 Ultra 260 LX SC Motor Mount
2010 Ultra LX Motor Mount

2011 STX-15F Motor Mount
2011 Ultra 300X Motor Mount
2011 Ultra 300LX Motor Mount
2011 STX-15F Motor Mount

2012 Ultra 300X Motor Mount
2012 Ultra 300LX Motor Mount
2012 Ultra LX Motor Mount
2012 STX-15F Motor Mount

2013 Ultra 300LX Motor Mount
2013 Ultra LX Motor Mount
2013 Ultra 300X Motor Mount
2013 STX-15F Motor Mount

2014 Ultra LX Motor Mount
2014 Ultra 310X Motor Mount
2014 Ultra 310LX Motor Mount
2014 Ultra 310R Motor Mount
2014 Ultra 310X SE Motor Mount
2014 STX-15F Motor Mount

2015 Ultra 310X Motor Mount
2015 Ultra 310LX Motor Mount
2015 Ultra 310R Motor Mount
2015 Ultra 310X SE Motor Mount
2015 Ultra LX Motor Mount

2016 Ultra 310LX Motor Mount
2016 Ultra 310R Motor Mount
2016 Ultra 310X SE Motor Mount
2016 STX-15F Motor Mount
2016 Ultra 310X Motor Mount

2017 Ultra 310LX Motor Mount
2017 Ultra 310R Motor Mount
2017 Ultra 310X SE Motor Mount
2017 STX-15F Motor Mount
2017 Ultra LX Motor Mount
2017 Ultra 310X Motor Mount

2018 Ultra 310LX Motor Mount
2018 Ultra 310R Motor Mount
2018 Ultra 310X SE Motor Mount
2018 STX-15F Motor Mount
2018 SX-R Motor Mount
2018 SX-R Motor Mount
2018 Ultra LX Motor Mount",{1129: 'SD29622'}
37-211,37-211,Front Motor Mount for Kawasaki Ultra 150 / 1200 STX-R,46.15,27.65,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
Fits: 92160-3903",1999	ULTRA 150 Front Motor Mount	2000	ULTRA 150 Front Motor Mount	2001	ULTRA 150 Front Motor Mount	2002	ULTRA 150 Front Motor Mount2002	1200 STX-R Front Motor Mount	2003	ULTRA 150 Front Motor Mount2003	1200 STX-R Front Motor Mount	2004	ULTRA 150 Front Motor Mount2004	1200 STX-R Front Motor Mount	2005	ULTRA 150 Front Motor Mount2005	1200 STX-R Front Motor Mount,{1130: 'SD29624'}
37-201,37-201,Motor Mount for Kawasaki JS440/ JS550,43.9,26.3,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
Fits: 92160-3756
92075-3006","Does Not Work On SX 550
1976	JS400 Motor Mount
	
1977	JS440 Motor Mount
	
1978	JS440 Motor Mount
	
1979	JS440 Motor Mount
	
1980	JS440 Motor Mount
	
1981	JS440 Motor Mount
	
1982	JS440 Motor Mount
1982	JS550 Motor Mount
	
1983	JS440 Motor Mount
1983	JS550 Motor Mount
	
1984	JS440 Motor Mount
1984	JS550 Motor Mount
	
1985	JS440 Motor Mount
1985	JS550 Motor Mount
	
1986	JS440 Motor Mount
1986	JS550 Motor Mount
	
1987	JS440 Motor Mount
1987	JS550 Motor Mount
	
1988	JS440 Motor Mount
1988	JS550 Motor Mount
	
1989	JS440 Motor Mount
1989	JS550 Motor Mount
	
1990	JS440 Motor Mount",{1131: 'SD29629'}
37-301B,37-301B,Angled Motor Mount for Polaris Freedom/ Hurricane/ SL1050/ SL650/ SL700/ SL750/ SL780,46.15,27.65,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine.
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump.
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
Fits: 3021254
3110055
3110051
3021208
3110033
5222671
3110040

","1992	SL 650 Angled Motor Mount
	
1993	SL 650 Angled Motor Mount
1993	SL 750 Angled Motor Mount
	
1994	SL 650 Angled Motor Mount
1994	SL 750 Angled Motor Mount
	
1995	SL 650 Angled Motor Mount
1995	SL 750 Angled Motor Mount
1995	SLX 780 Angled Motor Mount
	
1996	SL 700 Angled Motor Mount
1996	SL 780 Angled Motor Mount
1996	SLX 780 Angled Motor Mount
1996	SL 900 Angled Motor Mount
1996	HURRICANE Angled Motor Mount
1996	SLT 780 Angled Motor Mount
1996	SLTX Angled Motor Mount
	
1997	SL 700 Angled Motor Mount
1997	SL 700 DELUXE Angled Motor Mount
1997	SL 780 Angled Motor Mount
1997	SL 1050 Angled Motor Mount
1997	SL 900 Angled Motor Mount
1997	HURRICANE Angled Motor Mount
1997	SLT 700 Angled Motor Mount
1997	SLT 780 Angled Motor Mount
1997	SLTX Angled Motor Mount
	
1998	SLTH Angled Motor Mount
1998	SLTX Angled Motor Mount
1998	SLH Angled Motor Mount
1998	SLXH Angled Motor Mount
	
1999	SLTH Angled Motor Mount
1999	SLH Angled Motor Mount
1999	SLTX Angled Motor Mount
1999	SLX Angled Motor Mount
	
2000	SLH 2-Pass Angled Motor Mount
2000	SLX 2-Pass Angled Motor Mount
2000	Virage 3-Pass Angled Motor Mount
2000	Virage TX 3-Pass Angled Motor Mount
	
2001	SLH 2-Pass Angled Motor Mount
2001	SLX 2-Pass Angled Motor Mount
2001	Virage 3-Pass Angled Motor Mount
2001	Virage TX 3-Pass Angled Motor Mount
2001	Virage TXi 3-Pass Angled Motor Mount
	
2002	Freedom 3-Pass Angled Motor Mount
2002	Virage 3-Pass Angled Motor Mount
2002	Virage i 3-Pass  Angled Motor Mount
2002	Virage TX 3-Pass Angled Motor Mount
2002	Virage TXi 3-Pass  Angled Motor Mount
	
2003	Freedom 3-Pass Angled Motor Mount
2003	Virage 3-Pass Angled Motor Mount
2003	Virage i 3-Pass Angled Motor Mount
	
2004	FREEDOM Angled Motor Mount
2004	VIRAGE Angled Motor Mount
2004	VIRAGE I Angled Motor Mount",{1132: 'SD29649'}
42-210-03,42-210-03,Base Gasket for Kawasaki 1100 ZXI /1100 STX /Ultra 130 /1100 STX DI 11004-3715 1996-2004,18.5,11.1,True,,"New OE Replacement Kawasaki Base Gasket
Fits - 11060-3817
Primary Material: Metal
Thickness: 0.53mm",1996 Kawasaki 1100 ZXI Base Gasket 1997 Kawasaki 1100 STX Base Gasket 1997 Kawasaki 1100 ZXI Base Gasket 1998 Kawasaki 1100 STX Base Gasket 1998 Kawasaki 1100 ZXI Base Gasket 1999 Kawasaki 1100 STX Base Gasket 1999 Kawasaki 1100 ZXI Base Gasket 2000 Kawasaki 1100 STX DI Base Gasket 2000 Kawasaki 1100 ZXI Base Gasket 2001 Kawasaki 1100 STX DI Base Gasket 2001 Kawasaki 1100 ZXI Base Gasket 2001 Kawasaki Ultra 130 Base Gasket 2002 Kawasaki 1100 STX DI Base Gasket 2002 Kawasaki 1100 ZXI Base Gasket 2002 Kawasaki Ultra 130 Base Gasket 2003 Kawasaki 1100 STX DI Base Gasket 2003 Kawasaki 1100 ZXI Base Gasket 2003 Kawasaki Ultra 130 Base Gasket 2004 Kawasaki Ultra 130 Base Gasket ,{1133: 'SD29660'}
42-211-02,42-211-02,Head Gasket for Kawasaki Ultra 150 /STX-R /STX 11004-3717 1999-2004,18.5,11.1,True,,"New OE Replacement Kawasaki Head Gasket
Fits - 11004-3717
Primary Material: Metal
Thickness: 0.63mm",1999 Kawasaki Ultra 150 Head Gasket 2000 Kawasaki Ultra 150 Head Gasket 2001 Kawasaki Ultra 150 Head Gasket 2002 Kawasaki STX-R Head Gasket 2002 Kawasaki Ultra 150 Head Gasket 2003 Kawasaki STX Head Gasket 2003 Kawasaki Ultra 150 Head Gasket 2004 Kawasaki Ultra 150 Head Gasket ,{1134: 'SD29679'}
37-405,37-405,Motor Mount for Yamaha GP 800R,61.95,37.15,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
This mount has a large oval bottom with 2 holes on either side and one in the middle.
Fits:
68A-44517-00-9M
68A-44517-00-8P
68A-44517-00-94","2001 Yamaha GP800R Motor Mount
2002 Yamaha Wave Runner GP800R Motor Mount
2003 Yamaha GP800 Motor Mount
2004 Yamaha GP800R Motor Mount
2005 Yamaha GP800R Motor Mount",{1136: 'SD29724'}
26-4102,26-4102,Throttle Cable for Sea-Doo LRV DI Throttle Cable 2002,66.25,39.75,True,,"Overall Length: 114 In.
Throw Length: 3 In.

",2002 Sea-Doo LRV DI Throttle Cable,{1137: 'SD29741'}
42-208-02,42-208-02,Head Gasket for Kawasaki 800 SX-R 11004-3720 2004-2011,40.75,24.45,True,,"New Replacement OE Kawasaki Head Gasket
Fits -11004-3720
Primary Material:Metal
Thickness: 0.622mm",2004-2011 800 SX-R,{1138: 'SD29742'}
37-401,37-401,Motor Mount for Yamaha SuperJet 650 /SuperJet 700,43.9,26.3,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine. 
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
This mount fits all round bottoms.
6R7-44517-00-9M
6R7-44517-00-8S


","1990 SUPER JET 650  

1991 SUPER JET 650  

1992 SUPER JET 650  

1993 SUPER JET 650  

1995 SUPER JET 700  

1996 SUPER JET 700  

1997 SUPER JET 700  

1998 SUPER JET 700  

1999 SUPER JET 700  

2000 SUPER JET 700  

2001 SJ 700  

2002 SJ 700  

2003 SUPER JET  

2004 SUPER JET  

2005 SUPERJET  

2006 SUPERJET  

2007 SUPERJET  

2008 SUPER JET  

2009 SUPER JET  

2010 SUPER JET  

2011 SUPER JET  

2012 SUPER JET 

2013 SUPER JET  

2014 SUPER JET  

2015 SUPER JET  

2016 SUPER JET  

2017 SUPER JET  

2018 Super Jet 

2019 Super Jet

2020 Super Jet",{1139: 'SD29751'}
26-4103,26-4103,Throttle Cable for Sea-Doo HX Throttle Cable 1995-1997,66.25,39.75,True,,"Overall Length: 68 In.
Throw Length: 4.25 In.

",1995 Sea-Doo HX Throttle Cable 1996 Sea-Doo HX Throttle Cable 1997 Sea-Doo HX Throttle Cable,{1140: 'SD29755'}
37-402,37-402,Motor Mount for Yamaha FX1/ WAVE BLASTER 700/ WAVE BLASTER 760,43.9,26.3,True,,"SBT high quality motor mounts are designed for performance in the worst conditions - under the hot, oily engine.
Replacing your old PWC engine mounts with SBT motor mounts is a good way to reduce excessive vibration and movement that can slowly degrade the rest of your driveline, bearings, and jet pump. 
Replace any motor mounts that don’t appear normal to save the rest of your driveline!! If you have to replace one, it's probably time to replace them all.
This mount fits all oval bottoms
62E-44517-00-5B
62E-44517-A1-8P
62E-44517-A0-5B","1993	WAVE BLASTER 700 Motor Mount
	
1994	FX1 Motor Mount
1994	WAVER BLASTER  700 Motor Mount
	
1995	FX1 Motor Mount
1995	WAVE BLASTER 700 Motor Mount
	
1996	WAVE BLASTER 700 Motor Mount
1996	WAVE BLASTER 760 Motor Mount
	
1997	WAVE BLASTER 760 Motor Mount",{1141: 'SD29757'}
26-4109,26-4109,Throttle Cable for Sea-Doo SP /SPI 277000252 1994-1997,66.25,39.75,True,,"Overall Length: 91 In.
Throw Length: 3.25 In.

1994 Sea-Doo SP SBT Throttle Cable is Not a replacement for OE 277000275
",1994 Sea-Doo SP Throttle Cable  Not a replacement for OE 277000275 1995 Sea-Doo SP Throttle Cable 1996 Sea-Doo SP Throttle Cable 1997 Sea-Doo SP Throttle Cable 1994 Sea-Doo SPI Throttle Cable 1995 Sea-Doo SPI Throttle Cable 1996 Sea-Doo SPI Throttle Cable,{1142: 'SD29763'}
26-3205,26-3205,Steering Cable for Kawasaki X2 1989-1990,62.95,37.75,True,,"New Replacement OE Kawasaki Steering Cable

Fits: 59406-3719

Overall Length: 49.25 inches

Throw Length: 4.0 inches
",1989 X2 Steering Cable 1990 X2 Steering Cable,{1143: 'SD29771'}
26-3209,26-3209,Steering Cable for Kawasaki 650 SC 1991-1995,56.8,34.05,True,,"New Replacement OE Kawasaki Steering Cable

Fits: 59406-3724

Overall Length: 110.0 inches

Throw Length: 3.375 inches
",1991 650 SC Steering Cable 1992 650 SC Steering Cable 1993 650 SC Steering Cable 1994 650 SC Steering Cable 1995 650 SC Steering Cable,{1144: 'SD29775'}
26-3213,26-3213,Steering Cable for Kawasaki Super Sport XI 1993-1997,46.45,27.85,True,,"New Replacement OE Kawasaki Steering Cable

Fits: 59406-3732

Overall Length: 61.5 inches

Throw Length: 4.0 inches


",1993 Super Sport XI Steering Cable 1994 Super Sport XI Steering Cable 1995 Super Sport XI Steering Cable 1996 Super Sport XI Steering Cable 1997 Super Sport XI Steering Cable,{1145: 'SD29776'}
15-110K,15-110K,4 wire DESS post Fits Sea-Doo 278002325,85.2,51.1,True,,"4 Wire DESS post with Nut.

Can be used on 3 wire and 4 wire DESS systems. If used on the 3 wire DESS system the purple wire is not used.",,{1146: 'SD29779'}
26-3302K,26-3302K,Steering Cable for Polaris SL 750 /SL 650 1995,225.55,135.3,True,,"New Replacement OE Polaris Steering Cable
Overall Length: 87.0 inches

Throw Length: 4.0 inches

Fits: 7080575
Includes: Steering Cable End

",1995 SL 750 Steering Cable 1995 SL 650 Steering Cable,{1147: 'SD29781'}
26-3305,26-3305,Steering Cable for Polaris SLT 700 1996,209.2,125.5,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080639

Overall Length: 93.0 inches

Throw Length: 4.0 inches
",1996 SLT 700 Steering Cable,{1148: 'SD29782'}
26-3306,26-3306,Steering Cable for Polaris Hurricane 1996-1997,209.2,125.5,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080606

Overall Length: 133.0 inches

Throw Length: 4.5 inches


",1996 Hurricane Steering Cable 1997 Hurricane Steering Cable,{1149: 'SD29783'}
26-3302,26-3302,Steering Cable for Polaris SL 650/ SL 750/ SL 780/SL 700/ SLT,193.3,115.95,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080506

Overall Length: 87.0 inches

Throw Length: 4.0 inches
Some models may require additional hardware. 
Both ends of this cable are straight, not bent
",1994 SLT 750 Steering Cable 1994 SL 650 Steering Cable 1994 SL 750 Steering Cable 1996 SL 700 Steering Cable,{1150: 'SD29784'}
26-3304,26-3304,Steering Cable for Polaris SLTX / SLT 700 / SLT 780,193.3,115.95,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080621 

Overall Length: 98.0 inches

Throw Length: 4.0 inches


",1996 SLT 780 Steering Cable 1996 SLTX Steering Cable 1997 SLTX Steering Cable 1997 SLT 700 Steering Cable 1997 SLT 780 Steering Cable,{1151: 'SD29785'}
26-3301,26-3301,Steering Cable for Polaris SL 750 1993,182.55,109.5,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080435

Overall Length: 86.0 inches

Throw Length: 4.5 inches


",1993 SL 750 Steering Cable,{1152: 'SD29786'}
26-3307,26-3307,Steering Cable for Polaris SL 900/ SLX 780/ SL 1050/ PRO 785,182.55,109.5,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080638

Overall Length: 91.0 inches

Throw Length: 4.0 inches


",1996 SL 900 Steering Cable1996 SLX 780 Steering Cable1997 SLX PRO 785 Steering Cable1997 SL 900 Steering Cable1997 SL 1050 Steering Cable1998 SLX PRO 785 Steering Cable1999 PRO 785 Steering Cable2000 PRO 785 Steering Cable,{1153: 'SD29787'}
26-3310,26-3310,Steering Cable for Polaris SLH/ SLXH/ SLX/ PRO 1200,182.55,109.5,True,,"New Replacement OE Polaris Steering Cable

Fits: 7080752

Overall Length: 81.0 inches

Throw Length: 4.0 inches


",1998 SLH Steering Cable1998 SLXH Steering Cable1999 SLH Steering Cable1999 SLX Steering Cable2000 SLH Steering Cable2000 SLX Steering Cable2000 PRO 1200 Steering Cable2001 SLH Steering Cable2001 SLX Steering Cable2001 PRO 1200 Steering Cable,{1154: 'SD29788'}
